overflowing basket,🧺🍇🍊,"[':basket:', ':grapes:', ':tangerine:']",Direct,QUANTITY
short supply,📉📦,"[':chart_decreasing:', ':package:']",Direct,QUANTITY
large shipment,📦🚚💪,"[':package:', ':delivery_truck:', ':flexed_biceps:']",Direct,QUANTITY
sound plan,🗺️✅,"[':world_map:', ':check_mark_button:']",Direct,REASONABLENESS
logical conclusion,🤔➡️✅,"[':thinking_face:', ':right_arrow:', ':check_mark_button:']",Direct,REASONABLENESS
rational step,🧠👣,"[':brain:', ':footprints:']",Direct,REASONABLENESS
sensible advice,🙆‍♀️🗣️,"[':woman_gesturing_OK:', ':speaking_head:']",Direct,REASONABLENESS
coherent argument,🔎🗣,"[':magnifying_glass_tilted_right:', ':speaking_head:']",Direct,REASONABLENESS
prudent action,⚖️🚶‍♂️,"[':balance_scale:', ':man_walking:']",Direct,REASONABLENESS
well-founded theory,📚💡,"[':books:', ':light_bulb:']",Direct,REASONABLENESS
large elephant,🐘📈,"[':elephant:', ':chart_increasing:']",Direct,SIZE
gigantic boulder,🪨💥,"[':rock:', ':collision:']",Direct,SIZE
compact phone,📱🤏,"[':mobile_phone:', ':pinching_hand:']",Direct,SIZE
tiny pea,🌱🤏,"[':seedling:', ':pinching_hand:']",Direct,SIZE
massive whale,🐋⬆️,"[':whale:', ':up_arrow:']",Direct,SIZE
small bug,🐛👀,"[':bug:', ':eyes:']",Direct,SIZE
moderate box,📦〰️,"[':package:', ':wavy_dash:']",Direct,SIZE
lightning dash,⚡🏃‍♂️,"[':high_voltage:', ':man_running:']",Direct,SPEED
slow crawl,🐌⬇️,"[':snail:', ':down_arrow:']",Direct,SPEED
rapid response,🚀📨,"[':rocket:', ':incoming_envelope:']",Direct,SPEED
brisk walk,🚶‍♀️💨,"[':woman_walking:', ':dashing_away:']",Direct,SPEED
fast delivery,🏍️📦,"[':motorcycle:', ':package:']",Direct,SPEED
immediate alert,⚠️⏩,"[':warning:', ':fast-forward_button:']",Direct,SPEED
delayed train,⌛🚂,"[':hourglass_done:', ':locomotive:']",Direct,SPEED
towering figure,🧍‍♂️⬆️,"[':man_standing:', ':up_arrow:']",Direct,STATURE
short soldier,🤏🪖,"[':pinching_hand:', ':military_helmet:']",Direct,STATURE
average height,🧍〰️,"[':person_standing:', ':wavy_dash:']",Direct,STATURE
imposing presence,💪🔝,"[':flexed_biceps:', ':TOP_arrow:']",Direct,STATURE
diminutive child,👶🤏,"[':baby:', ':pinching_hand:']",Direct,STATURE
lanky athlete,🏀⬆️,"[':basketball:', ':up_arrow:']",Direct,STATURE
squat statue,🗿⬇️,"[':moai:', ':down_arrow:']",Direct,STATURE
fragile shell,🐚❌💪,"[':spiral_shell:', ':cross_mark:', ':flexed_biceps:']",Direct,STRENGTH
sturdy shield,🛡️💥,"[':shield:', ':collision:']",Direct,STRENGTH
powerful punch,👊🔥,"[':oncoming_fist:', ':fire:']",Direct,STRENGTH
weak foundation,🏚️🤏,"[':derelict_house:', ':pinching_hand:']",Direct,STRENGTH
unbreakable bond,🔗💪,"[':link:', ':flexed_biceps:']",Direct,STRENGTH
resilient frame,🪜🏋️,"[':ladder:', ':person_lifting_weights:']",Direct,STRENGTH
feeble barrier,🚧🥴,"[':construction:', ':woozy_face:']",Direct,STRENGTH
enough time,⌛😌,"[':hourglass_done:', ':relieved_face:']",Direct,SUFFICIENCY
adequate funds,💰👍,"[':money_bag:', ':thumbs_up:']",Direct,SUFFICIENCY
ample resources,📦🔝,"[':package:', ':TOP_arrow:']",Direct,SUFFICIENCY
sufficient staff,👩‍💼👨‍💼✅,"[':woman_office_worker:', ':man_office_worker:', ':check_mark_button:']",Direct,SUFFICIENCY
limited options,🤏❔,"[':pinching_hand:', ':grey_question_mark:']",Direct,SUFFICIENCY
borderline supply,⚖️📦,"[':balance_scale:', ':package:']",Direct,SUFFICIENCY
just enough space,👉🏠🤏,"[':backhand_index_pointing_right:', ':house:', ':pinching_hand:']",Direct,SUFFICIENCY
gentle puppy,🐶🤗,"[':dog:', ':hugging_face:']",Direct,TAMENESS
docile lamb,🐑🛌,"[':ewe:', ':person_in_bed:']",Direct,TAMENESS
tame parrot,🦜🙂,"[':parrot:', ':slightly_smiling_face:']",Direct,TAMENESS
calm horse,🐎😌,"[':horse:', ':relieved_face:']",Direct,TAMENESS
subdued cat,🐈🤏,"[':cat:', ':pinching_hand:']",Direct,TAMENESS
mild hamster,🐹🌱,"[':hamster:', ':seedling:']",Direct,TAMENESS
tractable goat,🐐🤝,"[':goat:', ':handshake:']",Direct,TAMENESS
freezing ice,🧊❄️,"[':ice:', ':snowflake:']",Direct,TEMPERATURE
mild weather,🌤️🤏,"[':sun_behind_small_cloud:', ':pinching_hand:']",Direct,TEMPERATURE
scorching desert,🔥🏜️,"[':fire:', ':desert:']",Direct,TEMPERATURE
lukewarm soup,🤏🫕,"[':pinching_hand:', ':fondue:']",Direct,TEMPERATURE
boiling kettle,♨️⚠️,"[':hot_springs:', ':warning:']",Direct,TEMPERATURE
chilly morning,🥶🌅,"[':cold_face:', ':sunrise:']",Direct,TEMPERATURE
heated argument,🔥🗣️,"[':fire:', ':speaking_head:']",Direct,TEMPERATURE
dense fog,🌫️🏋️,"[':fog:', ':person_lifting_weights:']",Direct,THICKNESS
thin layer,🤏🧈,"[':pinching_hand:', ':butter:']",Direct,THICKNESS
thick sweater,🧥💪,"[':coat:', ':flexed_biceps:']",Direct,THICKNESS
heavy blanket,🏋️‍♀️🛏,"[':woman_lifting_weights:', ':bed:']",Direct,THICKNESS
fine dust,🤏🌪,"[':pinching_hand:', ':tornado:']",Direct,THICKNESS
slight film,🧻🤏,"[':roll_of_paper:', ':pinching_hand:']",Direct,THICKNESS
rich sauce,🍝🌫️,"[':spaghetti:', ':fog:']",Direct,THICKNESS
helpful gadget,🔧😃,"[':wrench:', ':smiling_face_with_open_mouth:']",Direct,UTILITY
useless tool,🚫🔨,"[':prohibited:', ':hammer:']",Direct,UTILITY
practical device,🧰⚙️,"[':toolbox:', ':gear:']",Direct,UTILITY
beneficial software,💻👍,"[':laptop:', ':thumbs_up:']",Direct,UTILITY
futile method,🙅‍♀️📐,"[':woman_gesturing_NO:', ':triangular_ruler:']",Direct,UTILITY
functional equipment,✅🛠,"[':check_mark_button:', ':hammer_and_wrench:']",Direct,UTILITY
worthless feature,🤷🚪,"[':person_shrugging:', ':door:']",Direct,UTILITY
soaked towel,💦🧻,"[':sweat_droplets:', ':roll_of_paper:']",Direct,WETNESS
damp clothes,💧👚,"[':droplet:', ':woman’s_clothes:']",Direct,WETNESS
dripping umbrella,☔💧,"[':umbrella_with_rain_drops:', ':droplet:']",Direct,WETNESS
moist soil,🌱💦,"[':seedling:', ':sweat_droplets:']",Direct,WETNESS
saturated sponge,🧽🌊,"[':sponge:', ':water_wave:']",Direct,WETNESS
sopping boots,🥾💦,"[':hiking_boot:', ':sweat_droplets:']",Direct,WETNESS
glistening pavement,✨🛣️,"[':sparkles:', ':motorway:']",Direct,WETNESS
broad highway,🛣️➡️,"[':motorway:', ':right_arrow:']",Direct,WIDTH
narrow path,🤏🏞️,"[':pinching_hand:', ':national_park:']",Direct,WIDTH
wide river,🌊📏,"[':water_wave:', ':straight_ruler:']",Direct,WIDTH
slim margin,🤏📐,"[':pinching_hand:', ':triangular_ruler:']",Direct,WIDTH
thick lane,⬅️🛣️➡️,"[':left_arrow:', ':motorway:', ':right_arrow:']",Direct,WIDTH
slender corridor,📏🏢,"[':straight_ruler:', ':office_building:']",Direct,WIDTH
expansive field,🌄🌐,"[':sunrise_over_mountains:', ':globe_with_meridians:']",Direct,WIDTH
